,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,platform
1613,7042617202,6933105361,2020-10-02 12:18:20.198411,,0 days 00:18:09.000000000,2020-10-02 12:36:29.198411,,1089,1613,0
1534,46346415,46354113,2020-10-02 12:18:21.198411,,0 days 00:34:26.000000000,2020-10-02 12:52:47.198411,,2066,1534,0
1367,2613220870,46407707,2020-10-02 12:18:24.198411,,0 days 00:50:18.000000000,2020-10-02 13:08:42.198411,,3018,1367,0
2692,46424043,2309564132,2020-10-02 12:18:25.198411,,0 days 00:44:54.000000000,2020-10-02 13:03:19.198411,,2694,2692,0
2812,46402284,291130803,2020-10-02 12:18:28.198411,,0 days 01:17:03.000000000,2020-10-02 13:35:31.198411,,4623,2812,0
3042,577623692,2020569119,2020-10-02 12:18:31.198411,,0 days 01:17:25.000000000,2020-10-02 13:35:56.198411,,4645,3042,0
1419,46367002,46421416,2020-10-02 12:18:46.198411,,0 days 00:41:51.000000000,2020-10-02 13:00:37.198411,,2511,1419,0
2266,46316092,46381000,2020-10-02 12:18:47.198411,,0 days 02:44:14.000000000,2020-10-02 15:03:01.198411,,9854,2266,0
674,46211368,46390577,2020-10-02 12:18:57.198411,,0 days 02:17:24.000000000,2020-10-02 14:36:21.198411,,8244,674,0
331,4966813734,1352598298,2020-10-02 12:19:05.198411,,0 days 00:55:03.000000000,2020-10-02 13:14:08.198411,,3303,331,0
1493,46479820,2020569044,2020-10-02 12:19:11.198411,,0 days 00:54:39.000000000,2020-10-02 13:13:50.198411,,3279,1493,0
2898,46364819,46351122,2020-10-02 12:19:13.198411,,0 days 01:28:05.000000000,2020-10-02 13:47:18.198411,,5285,2898,0
774,46566872,2306308286,2020-10-02 12:19:13.198411,,0 days 03:02:00.000000000,2020-10-02 15:21:13.198411,,10920,774,0
1268,6020337809,2311109634,2020-10-02 12:19:14.198411,,0 days 01:52:12.000000000,2020-10-02 14:11:26.198411,,6732,1268,0
2160,46497095,46389670,2020-10-02 12:19:16.198411,,0 days 01:11:41.000000000,2020-10-02 13:30:57.198411,,4301,2160,0
1541,46297700,46388842,2020-10-02 12:19:19.198411,,0 days 01:21:25.000000000,2020-10-02 13:40:44.198411,,4885,1541,0
2648,46406734,46368467,2020-10-02 12:19:20.198411,,0 days 01:37:53.000000000,2020-10-02 13:57:13.198411,,5873,2648,0
79,943858720,46380482,2020-10-02 12:19:22.198411,,0 days 01:49:11.000000000,2020-10-02 14:08:33.198411,,6551,79,0
3047,4625767591,46432877,2020-10-02 12:19:25.198411,,0 days 00:31:08.000000000,2020-10-02 12:50:33.198411,,1868,3047,0
798,46418254,3301117463,2020-10-02 12:19:25.198411,,0 days 01:23:18.000000000,2020-10-02 13:42:43.198411,,4998,798,0
985,46415032,46447569,2020-10-02 12:19:31.198411,,0 days 00:27:34.000000000,2020-10-02 12:47:05.198411,,1654,985,0
2559,46570776,46421259,2020-10-02 12:19:44.198411,,0 days 02:48:58.000000000,2020-10-02 15:08:42.198411,,10138,2559,0
2357,46477931,2020569034,2020-10-02 12:19:53.198411,,0 days 01:48:30.000000000,2020-10-02 14:08:23.198411,,6510,2357,0
3175,46328501,46393716,2020-10-02 12:19:55.198411,,0 days 00:56:03.000000000,2020-10-02 13:15:58.198411,,3363,3175,0
1021,46567697,4625767495,2020-10-02 12:19:57.198411,,0 days 02:36:43.000000000,2020-10-02 14:56:40.198411,,9403,1021,0
1154,46271666,3416675257,2020-10-02 12:19:58.198411,,0 days 00:56:24.000000000,2020-10-02 13:16:22.198411,,3384,1154,0
2053,46286532,1525016500,2020-10-02 12:19:59.198411,,0 days 01:29:47.000000000,2020-10-02 13:49:46.198411,,5387,2053,0
2380,46411959,5830440708,2020-10-02 12:20:00.198411,,0 days 00:20:30.000000000,2020-10-02 12:40:30.198411,,1230,2380,0
641,46384186,4489540759,2020-10-02 12:20:06.198411,,0 days 01:17:24.000000000,2020-10-02 13:37:30.198411,,4644,641,0
1714,2016695192,46381769,2020-10-02 12:20:07.198411,,0 days 01:44:40.000000000,2020-10-02 14:04:47.198411,,6280,1714,0
2580,46489244,2311108154,2020-10-02 12:20:10.198411,,0 days 02:16:23.000000000,2020-10-02 14:36:33.198411,,8183,2580,0
1847,46407225,1306733851,2020-10-02 12:20:21.198411,,0 days 01:35:16.000000000,2020-10-02 13:55:37.198411,,5716,1847,0
1417,4377757606,46370467,2020-10-02 12:20:22.198411,,0 days 00:47:58.000000000,2020-10-02 13:08:20.198411,,2878,1417,0
684,46343327,46315374,2020-10-02 12:20:28.198411,,0 days 01:58:09.000000000,2020-10-02 14:18:37.198411,,7089,684,0
2981,46418111,46338006,2020-10-02 12:20:32.198411,,0 days 00:55:35.000000000,2020-10-02 13:16:07.198411,,3335,2981,0
2254,46424801,1419351736,2020-10-02 12:20:34.198411,,0 days 01:24:26.000000000,2020-10-02 13:45:00.198411,,5066,2254,0
1739,863195548,6960846018,2020-10-02 12:20:40.198411,,0 days 00:44:28.000000000,2020-10-02 13:05:08.198411,,2668,1739,0
334,3309328506,46441487,2020-10-02 12:20:42.198411,,0 days 01:25:33.000000000,2020-10-02 13:46:15.198411,,5133,334,0
3168,1576270042,2020569196,2020-10-02 12:21:03.198411,,0 days 01:59:37.000000000,2020-10-02 14:20:40.198411,,7177,3168,0
1458,46493012,46441726,2020-10-02 12:21:09.198411,,0 days 02:14:33.000000000,2020-10-02 14:35:42.198411,,8073,1458,0
2513,46432933,46479342,2020-10-02 12:21:11.198411,,0 days 00:41:48.000000000,2020-10-02 13:02:59.198411,,2508,2513,0
1038,1499334836,46367801,2020-10-02 12:21:13.198411,,0 days 02:41:03.000000000,2020-10-02 15:02:16.198411,,9663,1038,0
1864,1587126023,46408252,2020-10-02 12:21:16.198411,,0 days 00:24:47.000000000,2020-10-02 12:46:03.198411,,1487,1864,0
2085,4447532269,2020569119,2020-10-02 12:21:19.198411,,0 days 00:10:51.000000000,2020-10-02 12:32:10.198411,,651,2085,0
126,46396254,6948740451,2020-10-02 12:21:26.198411,,0 days 00:34:06.000000000,2020-10-02 12:55:32.198411,,2046,126,0
499,46436765,46430099,2020-10-02 12:21:27.198411,,0 days 01:12:22.000000000,2020-10-02 13:33:49.198411,,4342,499,0
1741,46281083,5385801773,2020-10-02 12:21:28.198411,,0 days 02:56:01.000000000,2020-10-02 15:17:29.198411,,10561,1741,0
2722,1221182557,46318194,2020-10-02 12:21:30.198411,,0 days 00:38:18.000000000,2020-10-02 12:59:48.198411,,2298,2722,0
2939,46274807,46359751,2020-10-02 12:21:40.198411,,0 days 00:48:21.000000000,2020-10-02 13:10:01.198411,,2901,2939,0
1521,46475927,2300172811,2020-10-02 12:21:42.198411,,0 days 02:00:28.000000000,2020-10-02 14:22:10.198411,,7228,1521,0
251,46345042,5832869154,2020-10-02 12:21:42.198411,,0 days 00:32:49.000000000,2020-10-02 12:54:31.198411,,1969,251,0
1679,46248052,722976570,2020-10-02 12:21:44.198411,,0 days 01:55:59.000000000,2020-10-02 14:17:43.198411,,6959,1679,0
2703,46363443,282780475,2020-10-02 12:21:44.198411,,0 days 00:53:56.000000000,2020-10-02 13:15:40.198411,,3236,2703,0
1777,46406245,297095255,2020-10-02 12:21:49.198411,,0 days 00:40:40.000000000,2020-10-02 13:02:29.198411,,2440,1777,0
1939,46309967,1069290042,2020-10-02 12:21:54.198411,,0 days 01:27:10.000000000,2020-10-02 13:49:04.198411,,5230,1939,0
3090,46423401,46361526,2020-10-02 12:21:55.198411,,0 days 01:14:49.000000000,2020-10-02 13:36:44.198411,,4489,3090,0
3049,46373276,46423027,2020-10-02 12:21:56.198411,,0 days 00:46:04.000000000,2020-10-02 13:08:00.198411,,2764,3049,0
2229,46317938,2020569050,2020-10-02 12:22:14.198411,,0 days 00:59:25.000000000,2020-10-02 13:21:39.198411,,3565,2229,0
1902,2134273875,46303073,2020-10-02 12:22:18.198411,,0 days 00:20:21.000000000,2020-10-02 12:42:39.198411,,1221,1902,0
963,46331506,46389399,2020-10-02 12:22:33.198411,,0 days 01:18:57.000000000,2020-10-02 13:41:30.198411,,4737,963,0
2956,3301285112,46424611,2020-10-02 12:22:38.198411,,0 days 01:03:47.000000000,2020-10-02 13:26:25.198411,,3827,2956,0
1766,46338042,798909668,2020-10-02 12:22:42.198411,,0 days 01:16:11.000000000,2020-10-02 13:38:53.198411,,4571,1766,0
2090,46519958,969196810,2020-10-02 12:22:45.198411,,0 days 02:12:37.000000000,2020-10-02 14:35:22.198411,,7957,2090,0
2196,46533117,7191884113,2020-10-02 12:22:54.198411,,0 days 02:25:25.000000000,2020-10-02 14:48:19.198411,,8725,2196,0
892,46417604,291130803,2020-10-02 12:22:54.198411,,0 days 00:44:26.000000000,2020-10-02 13:07:20.198411,,2666,892,0
2980,46410499,46317938,2020-10-02 12:22:55.198411,,0 days 01:35:13.000000000,2020-10-02 13:58:08.198411,,5713,2980,0
978,46388899,46436071,2020-10-02 12:22:58.198411,,0 days 00:32:43.000000000,2020-10-02 12:55:41.198411,,1963,978,0
1057,46340772,46278188,2020-10-02 12:23:05.198411,,0 days 00:34:17.000000000,2020-10-02 12:57:22.198411,,2057,1057,0
1109,46322490,46411926,2020-10-02 12:23:13.198411,,0 days 01:02:54.000000000,2020-10-02 13:26:07.198411,,3774,1109,0
1597,553318929,46370255,2020-10-02 12:23:15.198411,,0 days 02:17:27.000000000,2020-10-02 14:40:42.198411,,8247,1597,0
236,46186239,46432210,2020-10-02 12:23:24.198411,,0 days 01:59:38.000000000,2020-10-02 14:23:02.198411,,7178,236,0
2238,5852185311,46476444,2020-10-02 12:23:30.198411,,0 days 02:52:31.000000000,2020-10-02 15:16:01.198411,,10351,2238,0
895,46445830,3301117463,2020-10-02 12:23:34.198411,,0 days 02:06:14.000000000,2020-10-02 14:29:48.198411,,7574,895,0
399,7026677592,46444364,2020-10-02 12:23:43.198411,,0 days 01:30:22.000000000,2020-10-02 13:54:05.198411,,5422,399,0
2910,504576044,46399501,2020-10-02 12:24:05.198411,,0 days 01:34:19.000000000,2020-10-02 13:58:24.198411,,5659,2910,0
2062,46495179,46415824,2020-10-02 12:24:10.198411,,0 days 02:13:17.000000000,2020-10-02 14:37:27.198411,,7997,2062,0
997,46401867,3301117463,2020-10-02 12:24:13.198411,,0 days 00:24:53.000000000,2020-10-02 12:49:06.198411,,1493,997,0
874,46416156,279459657,2020-10-02 12:24:16.198411,,0 days 01:04:17.000000000,2020-10-02 13:28:33.198411,,3857,874,0
345,46312862,46354113,2020-10-02 12:24:17.198411,,0 days 00:25:27.000000000,2020-10-02 12:49:44.198411,,1527,345,0
2870,46215633,46291898,2020-10-02 12:24:18.198411,,0 days 00:45:32.000000000,2020-10-02 13:09:50.198411,,2732,2870,0
590,4625767491,46376831,2020-10-02 12:24:25.198411,,0 days 00:24:14.000000000,2020-10-02 12:48:39.198411,,1454,590,0
2130,5139580898,46394761,2020-10-02 12:24:37.198411,,0 days 00:45:13.000000000,2020-10-02 13:09:50.198411,,2713,2130,0
922,46382632,46401975,2020-10-02 12:24:41.198411,,0 days 00:24:36.000000000,2020-10-02 12:49:17.198411,,1476,922,0
2317,46202519,46358447,2020-10-02 12:24:44.198411,,0 days 01:26:43.000000000,2020-10-02 13:51:27.198411,,5203,2317,0
380,46398432,46357388,2020-10-02 12:24:59.198411,,0 days 01:07:51.000000000,2020-10-02 13:32:50.198411,,4071,380,0
1111,46372472,46390769,2020-10-02 12:25:05.198411,,0 days 01:00:14.000000000,2020-10-02 13:25:19.198411,,3614,1111,0
1110,46371578,3301117463,2020-10-02 12:25:09.198411,,0 days 01:10:13.000000000,2020-10-02 13:35:22.198411,,4213,1110,0
2585,46484985,46380586,2020-10-02 12:25:10.198411,,0 days 01:17:40.000000000,2020-10-02 13:42:50.198411,,4660,2585,0
1945,46311092,1032858528,2020-10-02 12:25:21.198411,,0 days 02:45:38.000000000,2020-10-02 15:10:59.198411,,9938,1945,0
396,46405796,46423401,2020-10-02 12:25:34.198411,,0 days 00:36:44.000000000,2020-10-02 13:02:18.198411,,2204,396,0
2876,46444698,46398690,2020-10-02 12:25:44.198411,,0 days 01:25:26.000000000,2020-10-02 13:51:10.198411,,5126,2876,0
243,46307218,297095257,2020-10-02 12:25:52.198411,,0 days 01:57:52.000000000,2020-10-02 14:23:44.198411,,7072,243,0
1491,46429971,434441227,2020-10-02 12:25:57.198411,,0 days 00:27:09.000000000,2020-10-02 12:53:06.198411,,1629,1491,0
3062,46380540,722976543,2020-10-02 12:26:01.198411,,0 days 00:34:31.000000000,2020-10-02 13:00:32.198411,,2071,3062,0
724,46425115,46356295,2020-10-02 12:26:05.198411,,0 days 00:43:27.000000000,2020-10-02 13:09:32.198411,,2607,724,0
2571,46262894,46360239,2020-10-02 12:26:05.198411,,0 days 01:58:56.000000000,2020-10-02 14:25:01.198411,,7136,2571,0
1500,46464900,4518879390,2020-10-02 12:26:11.198411,,0 days 01:26:21.000000000,2020-10-02 13:52:32.198411,,5181,1500,0
2203,46444706,7042607654,2020-10-02 12:26:17.198411,,0 days 00:44:21.000000000,2020-10-02 13:10:38.198411,,2661,2203,0
375,2298641917,3301116661,2020-10-02 12:26:18.198411,,0 days 00:22:08.000000000,2020-10-02 12:48:26.198411,,1328,375,0
2263,1367613849,2300133265,2020-10-02 12:26:19.198411,,0 days 00:42:27.000000000,2020-10-02 13:08:46.198411,,2547,2263,0
3160,46422645,46446709,2020-10-02 12:26:21.198411,,0 days 01:41:18.000000000,2020-10-02 14:07:39.198411,,6078,3160,0
1858,46337430,46370194,2020-10-02 12:26:21.198411,,0 days 00:31:10.000000000,2020-10-02 12:57:31.198411,,1870,1858,0
158,46427678,46424310,2020-10-02 12:26:22.198411,,0 days 00:55:25.000000000,2020-10-02 13:21:47.198411,,3325,158,0
1317,46388341,3300515587,2020-10-02 12:26:25.198411,,0 days 00:19:24.000000000,2020-10-02 12:45:49.198411,,1164,1317,0
3028,46475750,46424496,2020-10-02 12:26:29.198411,,0 days 01:41:40.000000000,2020-10-02 14:08:09.198411,,6100,3028,0
2530,2297714226,46370194,2020-10-02 12:26:36.198411,,0 days 00:17:21.000000000,2020-10-02 12:43:57.198411,,1041,2530,0
2461,46176514,46215280,2020-10-02 12:26:43.198411,,0 days 00:42:30.000000000,2020-10-02 13:09:13.198411,,2550,2461,0
1573,46316023,949979523,2020-10-02 12:26:46.198411,,0 days 01:18:10.000000000,2020-10-02 13:44:56.198411,,4690,1573,0
2517,46393385,46430983,2020-10-02 12:26:46.198411,,0 days 01:14:32.000000000,2020-10-02 13:41:18.198411,,4472,2517,0
1753,1853506943,46385131,2020-10-02 12:26:47.198411,,0 days 01:13:24.000000000,2020-10-02 13:40:11.198411,,4404,1753,0
586,2773423224,46339633,2020-10-02 12:26:52.198411,,0 days 01:41:20.000000000,2020-10-02 14:08:12.198411,,6080,586,0
2384,46323918,175661689,2020-10-02 12:26:52.198411,,0 days 01:19:15.000000000,2020-10-02 13:46:07.198411,,4755,2384,0
3117,477535905,46403391,2020-10-02 12:27:19.198411,,0 days 00:55:14.000000000,2020-10-02 13:22:33.198411,,3314,3117,0
1804,46559217,46395870,2020-10-02 12:27:25.198411,,0 days 02:17:38.000000000,2020-10-02 14:45:03.198411,,8258,1804,0
1640,46258484,26371856,2020-10-02 12:27:34.198411,,0 days 01:20:11.000000000,2020-10-02 13:47:45.198411,,4811,1640,0
1976,46449086,46388899,2020-10-02 12:27:37.198411,,0 days 00:59:59.000000000,2020-10-02 13:27:36.198411,,3599,1976,0
498,27219290,4625767591,2020-10-02 12:27:44.198411,,0 days 01:20:43.000000000,2020-10-02 13:48:27.198411,,4843,498,0
519,46357388,2172021748,2020-10-02 12:27:44.198411,,0 days 00:36:23.000000000,2020-10-02 13:04:07.198411,,2183,519,0
555,3805227514,46312225,2020-10-02 12:27:49.198411,,0 days 03:18:21.000000000,2020-10-02 15:46:10.198411,,11901,555,0
2717,46343768,46426683,2020-10-02 12:28:01.198411,,0 days 01:10:02.000000000,2020-10-02 13:38:03.198411,,4202,2717,0
1849,46484983,46372409,2020-10-02 12:28:07.198411,,0 days 01:22:29.000000000,2020-10-02 13:50:36.198411,,4949,1849,0
1241,451946454,46477293,2020-10-02 12:28:11.198411,,0 days 01:00:39.000000000,2020-10-02 13:28:50.198411,,3639,1241,0
1725,46409493,46392664,2020-10-02 12:28:14.198411,,0 days 00:14:43.000000000,2020-10-02 12:42:57.198411,,883,1725,0
1039,46491994,46360978,2020-10-02 12:28:16.198411,,0 days 02:24:32.000000000,2020-10-02 14:52:48.198411,,8672,1039,0
29,46303813,46386453,2020-10-02 12:28:17.198411,,0 days 01:04:22.000000000,2020-10-02 13:32:39.198411,,3862,29,0
353,46404439,46400970,2020-10-02 12:28:27.198411,,0 days 01:17:20.000000000,2020-10-02 13:45:47.198411,,4640,353,0
2773,46189826,1565648139,2020-10-02 12:28:28.198411,,0 days 02:12:22.000000000,2020-10-02 14:40:50.198411,,7942,2773,0
2227,46350186,46344504,2020-10-02 12:28:32.198411,,0 days 00:29:29.000000000,2020-10-02 12:58:01.198411,,1769,2227,0
197,46337690,46409649,2020-10-02 12:28:33.198411,,0 days 00:49:04.000000000,2020-10-02 13:17:37.198411,,2944,197,0
1843,292914491,2309515987,2020-10-02 12:28:39.198411,,0 days 01:12:36.000000000,2020-10-02 13:41:15.198411,,4356,1843,0
288,2877620938,46374077,2020-10-02 12:28:46.198411,,0 days 00:37:07.000000000,2020-10-02 13:05:53.198411,,2227,288,0
926,7191426874,2300133265,2020-10-02 12:29:05.198411,,0 days 00:28:50.000000000,2020-10-02 12:57:55.198411,,1730,926,0
3092,46511115,46381685,2020-10-02 12:29:15.198411,,0 days 02:29:45.000000000,2020-10-02 14:59:00.198411,,8985,3092,0
2929,360860015,46420688,2020-10-02 12:29:18.198411,,0 days 01:57:05.000000000,2020-10-02 14:26:23.198411,,7025,2929,0
1964,413974684,46413155,2020-10-02 12:29:24.198411,,0 days 01:37:30.000000000,2020-10-02 14:06:54.198411,,5850,1964,0
2514,46496417,152788757,2020-10-02 12:29:46.198411,,0 days 02:08:57.000000000,2020-10-02 14:38:43.198411,,7737,2514,0
2597,46366452,46288119,2020-10-02 12:29:47.198411,,0 days 01:11:27.000000000,2020-10-02 13:41:14.198411,,4287,2597,0
2915,46336569,2020569181,2020-10-02 12:29:55.198411,,0 days 00:48:44.000000000,2020-10-02 13:18:39.198411,,2924,2915,0
2407,46249521,46472553,2020-10-02 12:30:00.198411,,0 days 02:19:36.000000000,2020-10-02 14:49:36.198411,,8376,2407,0
2512,46411926,46392705,2020-10-02 12:30:00.198411,,0 days 00:14:19.000000000,2020-10-02 12:44:19.198411,,859,2512,0
475,46363000,46404331,2020-10-02 12:30:00.198411,,0 days 01:06:26.000000000,2020-10-02 13:36:26.198411,,3986,475,0
1219,1205690119,46464681,2020-10-02 12:30:03.198411,,0 days 00:52:43.000000000,2020-10-02 13:22:46.198411,,3163,1219,0
1915,46345887,331526066,2020-10-02 12:30:05.198411,,0 days 00:39:41.000000000,2020-10-02 13:09:46.198411,,2381,1915,0
1351,46403391,5830440704,2020-10-02 12:30:05.198411,,0 days 00:23:10.000000000,2020-10-02 12:53:15.198411,,1390,1351,0
995,2020569036,46354394,2020-10-02 12:30:06.198411,,0 days 00:34:58.000000000,2020-10-02 13:05:04.198411,,2098,995,0
664,46332803,2020569119,2020-10-02 12:30:06.198411,,0 days 01:07:26.000000000,2020-10-02 13:37:32.198411,,4046,664,0
1757,46336569,90098486,2020-10-02 12:30:09.198411,,0 days 00:39:51.000000000,2020-10-02 13:10:00.198411,,2391,1757,0
1202,2300133169,46404263,2020-10-02 12:30:10.198411,,0 days 00:24:51.000000000,2020-10-02 12:55:01.198411,,1491,1202,0
495,722976467,2297714226,2020-10-02 12:30:14.198411,,0 days 00:22:01.000000000,2020-10-02 12:52:15.198411,,1321,495,0
1405,46378609,46396256,2020-10-02 12:30:52.198411,,0 days 01:09:31.000000000,2020-10-02 13:40:23.198411,,4171,1405,0
706,7093136767,46408328,2020-10-02 12:30:55.198411,,0 days 01:31:23.000000000,2020-10-02 14:02:18.198411,,5483,706,0
2749,46374662,2306308288,2020-10-02 12:31:05.198411,,0 days 00:20:38.000000000,2020-10-02 12:51:43.198411,,1238,2749,0
1145,6932152173,46402974,2020-10-02 12:31:06.198411,,0 days 01:08:29.000000000,2020-10-02 13:39:35.198411,,4109,1145,0
492,46312655,46441800,2020-10-02 12:31:11.198411,,0 days 01:24:15.000000000,2020-10-02 13:55:26.198411,,5055,492,0
2737,46278188,46450028,2020-10-02 12:31:22.198411,,0 days 01:37:11.000000000,2020-10-02 14:08:33.198411,,5831,2737,0
2762,46316762,46376585,2020-10-02 12:31:23.198411,,0 days 01:23:35.000000000,2020-10-02 13:54:58.198411,,5015,2762,0
672,46303119,46367563,2020-10-02 12:31:33.198411,,0 days 01:06:55.000000000,2020-10-02 13:38:28.198411,,4015,672,0
509,46290607,46436030,2020-10-02 12:31:39.198411,,0 days 01:50:16.000000000,2020-10-02 14:21:55.198411,,6616,509,0
735,46183744,154528005,2020-10-02 12:31:39.198411,,0 days 01:58:54.000000000,2020-10-02 14:30:33.198411,,7134,735,0
2095,46332271,46443014,2020-10-02 12:31:43.198411,,0 days 01:12:06.000000000,2020-10-02 13:43:49.198411,,4326,2095,0
1336,46293269,46392048,2020-10-02 12:31:46.198411,,0 days 00:52:03.000000000,2020-10-02 13:23:49.198411,,3123,1336,0
1819,6932944580,3509681813,2020-10-02 12:31:49.198411,,0 days 00:37:20.000000000,2020-10-02 13:09:09.198411,,2240,1819,0
496,1139517344,46406336,2020-10-02 12:32:02.198411,,0 days 00:57:08.000000000,2020-10-02 13:29:10.198411,,3428,496,0
497,46347485,46449092,2020-10-02 12:32:10.198411,,0 days 00:55:34.000000000,2020-10-02 13:27:44.198411,,3334,497,0
28,46347891,5830440707,2020-10-02 12:32:11.198411,,0 days 00:12:08.000000000,2020-10-02 12:44:19.198411,,728,28,0
412,46430142,31240616,2020-10-02 12:32:13.198411,,0 days 00:55:02.000000000,2020-10-02 13:27:15.198411,,3302,412,0
549,46398730,46433913,2020-10-02 12:32:14.198411,,0 days 00:55:35.000000000,2020-10-02 13:27:49.198411,,3335,549,0
449,46279220,46398148,2020-10-02 12:32:29.198411,,0 days 02:06:02.000000000,2020-10-02 14:38:31.198411,,7562,449,0
1319,943819581,46386453,2020-10-02 12:32:31.198411,,0 days 01:16:02.000000000,2020-10-02 13:48:33.198411,,4562,1319,0
128,1947215884,46345067,2020-10-02 12:32:35.198411,,0 days 02:32:39.000000000,2020-10-02 15:05:14.198411,,9159,128,0
1677,46448842,2021881745,2020-10-02 12:32:40.198411,,0 days 01:12:10.000000000,2020-10-02 13:44:50.198411,,4330,1677,0
3094,1624052875,46358581,2020-10-02 12:32:44.198411,,0 days 00:30:56.000000000,2020-10-02 13:03:40.198411,,1856,3094,0
53,46342134,287776239,2020-10-02 12:32:48.198411,,0 days 01:02:15.000000000,2020-10-02 13:35:03.198411,,3735,53,0
3140,46294809,46325897,2020-10-02 12:32:52.198411,,0 days 00:30:51.000000000,2020-10-02 13:03:43.198411,,1851,3140,0
2416,46440177,7230058497,2020-10-02 12:33:00.198411,,0 days 00:38:23.000000000,2020-10-02 13:11:23.198411,,2303,2416,0
385,46389311,4447532269,2020-10-02 12:33:01.198411,,0 days 01:04:08.000000000,2020-10-02 13:37:09.198411,,3848,385,0
1706,46302397,46301304,2020-10-02 12:33:02.198411,,0 days 00:04:32.000000000,2020-10-02 12:37:34.198411,,272,1706,0
1078,46345887,46463153,2020-10-02 12:33:04.198411,,0 days 01:03:59.000000000,2020-10-02 13:37:03.198411,,3839,1078,0
2831,1625112221,46415149,2020-10-02 12:33:08.198411,,0 days 02:13:07.000000000,2020-10-02 14:46:15.198411,,7987,2831,0
1483,898894797,46410072,2020-10-02 12:33:13.198411,,0 days 01:53:48.000000000,2020-10-02 14:27:01.198411,,6828,1483,0
2789,46397189,46341500,2020-10-02 12:33:13.198411,,0 days 01:07:40.000000000,2020-10-02 13:40:53.198411,,4060,2789,0
1888,46399891,451946454,2020-10-02 12:33:15.198411,,0 days 00:09:52.000000000,2020-10-02 12:43:07.198411,,592,1888,0
2748,1715224354,46403159,2020-10-02 12:33:32.198411,,0 days 01:17:48.000000000,2020-10-02 13:51:20.198411,,4668,2748,0
1392,46361504,46405314,2020-10-02 12:33:39.198411,,0 days 02:01:04.000000000,2020-10-02 14:34:43.198411,,7264,1392,0
810,46484141,297095255,2020-10-02 12:33:58.198411,,0 days 01:13:31.000000000,2020-10-02 13:47:29.198411,,4411,810,0
2584,46419644,46395233,2020-10-02 12:34:01.198411,,0 days 01:07:23.000000000,2020-10-02 13:41:24.198411,,4043,2584,0
2902,46297343,46449592,2020-10-02 12:34:02.198411,,0 days 01:20:04.000000000,2020-10-02 13:54:06.198411,,4804,2902,0
2545,46317677,46374276,2020-10-02 12:34:06.198411,,0 days 01:30:38.000000000,2020-10-02 14:04:44.198411,,5438,2545,0
986,46413895,46291556,2020-10-02 12:34:09.198411,,0 days 01:33:30.000000000,2020-10-02 14:07:39.198411,,5610,986,0
1922,3487664259,46374077,2020-10-02 12:34:19.198411,,0 days 01:01:45.000000000,2020-10-02 13:36:04.198411,,3705,1922,0
1705,46448723,46456167,2020-10-02 12:34:28.198411,,0 days 00:20:48.000000000,2020-10-02 12:55:16.198411,,1248,1705,0
1352,46261117,46397577,2020-10-02 12:34:31.198411,,0 days 01:14:51.000000000,2020-10-02 13:49:22.198411,,4491,1352,0
1642,46325757,295657855,2020-10-02 12:34:32.198411,,0 days 00:33:08.000000000,2020-10-02 13:07:40.198411,,1988,1642,0
373,1098308307,1838674592,2020-10-02 12:34:41.198411,,0 days 01:22:26.000000000,2020-10-02 13:57:07.198411,,4946,373,0
897,2309524252,7223715072,2020-10-02 12:34:45.198411,,0 days 00:30:46.000000000,2020-10-02 13:05:31.198411,,1846,897,0
109,46321543,5833554542,2020-10-02 12:34:48.198411,,0 days 02:21:58.000000000,2020-10-02 14:56:46.198411,,8518,109,0
1583,46300196,46437475,2020-10-02 12:34:52.198411,,0 days 01:47:04.000000000,2020-10-02 14:21:56.198411,,6424,1583,0
266,46397185,46279534,2020-10-02 12:34:54.198411,,0 days 01:19:02.000000000,2020-10-02 13:53:56.198411,,4742,266,0
3187,46309963,5888210521,2020-10-02 12:35:01.198411,,0 days 02:48:33.000000000,2020-10-02 15:23:34.198411,,10113,3187,0
1201,46382129,2296492684,2020-10-02 12:35:11.198411,,0 days 00:27:48.000000000,2020-10-02 13:02:59.198411,,1668,1201,0
3026,46441338,46363752,2020-10-02 12:35:14.198411,,0 days 00:57:29.000000000,2020-10-02 13:32:43.198411,,3449,3026,0
2099,1306229394,46353880,2020-10-02 12:35:20.198411,,0 days 01:29:59.000000000,2020-10-02 14:05:19.198411,,5399,2099,0
2858,46342165,46433518,2020-10-02 12:35:21.198411,,0 days 01:24:35.000000000,2020-10-02 13:59:56.198411,,5075,2858,0
70,46415901,482608260,2020-10-02 12:35:22.198411,,0 days 00:37:10.000000000,2020-10-02 13:12:32.198411,,2230,70,0
916,46253955,1341149060,2020-10-02 12:35:27.198411,,0 days 01:13:46.000000000,2020-10-02 13:49:13.198411,,4426,916,0
1138,46423392,46342898,2020-10-02 12:35:32.198411,,0 days 01:34:32.000000000,2020-10-02 14:10:04.198411,,5672,1138,0
179,46212063,1029673119,2020-10-02 12:35:32.198411,,0 days 02:07:35.000000000,2020-10-02 14:43:07.198411,,7655,179,0
3091,296265502,6542548105,2020-10-02 12:35:35.198411,,0 days 01:28:25.000000000,2020-10-02 14:04:00.198411,,5305,3091,0
